"Source.Name","Opening_text","stim_ending_t","visbility","soundvolume","modalityBlock.thisRepN","modalityBlock.thisTrialN","modalityBlock.thisN","modalityBlock.thisIndex","TrialsStudy.thisRepN","TrialsStudy.thisTrialN","TrialsStudy.thisN","TrialsStudy.thisIndex","text.started","text.stopped","keyWelcome.keys","keyWelcome.rt","keyWelcome.started","keyWelcome.stopped","imageInstr.started","imageInstr.stopped","key_resp.keys","key_resp.rt","key_resp.started","key_resp.stopped","FixationCross.started","FixationCross.stopped","modalityInstr.started","modalityInstr.stopped","modalityFocusKey.keys","modalityFocusKey.rt","modalityFocusKey.started","modalityFocusKey.stopped","StudyVisualStim.started","StudyVisualStim.stopped","StudyAuditoryStim.started","StudyAuditoryStim.stopped","text_2.started","text_2.stopped","key_resp_3.keys","key_resp_3.rt","key_resp_3.started","key_resp_3.stopped","ReproductionVisual.started","ReproductionVisual.stopped","key_resp_2.keys","key_resp_2.rt","key_resp_2.started","key_resp_2.stopped","ReproductionSound.started","ReproductionSound.stopped","participant","session","date","expName","psychopyVersion","frameRate"
"004_visual_demo1.csv","Now focus on the Sound",2,1,0,0,1,1,1,4,5,77,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850.630115,"None",NA,NA,NA,NA,NA,NA,1845.037661,"None",1845.037661,"None",1848.209825,"None","space",0.551071983,1848.209825,"None",1848.99037,"None","space",1.629464761,1848.99037,"None",1848.99037,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1,0,1,0,1,1,1,4,6,78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1855.493668,"None",NA,NA,NA,NA,NA,NA,1851.651465,"None",1851.651465,"None",1853.822337,"None","space",0.590545835,1853.822337,"None",1854.632375,"None","space",0.849494099,1854.632375,"None",1854.632375,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3.5,0,1,0,1,1,1,4,7,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1864.267617,"None",NA,NA,NA,NA,NA,NA,1856.514394,"None",1856.514394,"None",1861.186782,"None","space",0.500103358,1861.186782,"None",1861.907015,"None","space",2.347889097,1861.907015,"None",1861.907015,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3,0,1,0,1,1,1,4,8,80,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873.05241,"None",NA,NA,NA,NA,NA,NA,1865.288867,"None",1865.288867,"None",1869.461584,"None","space",0.465355476,1869.461584,"None",1870.131032,"None","space",2.908903522,1870.131032,"None",1870.131032,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3.5,1,0,0,1,1,1,4,9,81,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882.417871,"None",NA,NA,NA,NA,NA,NA,1874.073711,"None",1874.073711,"None",1878.746115,"None","space",0.536808667,1878.746115,"None",1879.496619,"None","space",2.907271342,1879.496619,"None",1879.496619,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3,1,0,0,1,1,1,4,10,82,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890.741899,"None",NA,NA,NA,NA,NA,NA,1883.438578,"None",1883.438578,"None",1887.610248,"None","space",0.278596748,1887.610248,"None",1888.100836,"None","space",2.625057555,1888.100836,"None",1888.100836,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1.5,1,0,0,1,1,1,4,11,83,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896.295409,"None",NA,NA,NA,NA,NA,NA,1891.762517,"None",1891.762517,"None",1894.42322,"None","space",0.35266761,1894.42322,"None",1894.994243,"None","space",1.281661987,1894.994243,"None",1894.994243,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2.5,0,0,0,1,1,1,4,12,84,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1903.959407,"None",NA,NA,NA,NA,NA,NA,1897.315365,"None",1897.315365,"None",1900.988174,"None","space",0.320711115,1900.988174,"None",1901.528458,"None","space",2.416444694,1901.528458,"None",1901.528458,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3.5,0,0,0,1,1,1,4,13,85,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912.413509,"None",NA,NA,NA,NA,NA,NA,1904.980176,"None",1904.980176,"None",1909.652574,"None","space",0.408293979,1909.652574,"None",1910.272999,"None","space",2.127873602,1910.272999,"None",1910.272999,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1.5,0,1,0,1,1,1,4,14,86,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918.757057,"None",NA,NA,NA,NA,NA,NA,1913.435061,"None",1913.435061,"None",1916.105471,"None","space",0.375429425,1916.105471,"None",1916.685853,"None","space",2.052036123,1916.685853,"None",1916.685853,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2.5,0,1,0,1,1,1,4,15,87,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1925.951292,"None",NA,NA,NA,NA,NA,NA,1919.777273,"None",1919.777273,"None",1923.449732,"None","space",0.577171425,1923.449732,"None",1924.240242,"None","space",1.699610321,1924.240242,"None",1924.240242,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1,1,0,0,1,1,1,4,16,88,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930.634273,"None",NA,NA,NA,NA,NA,NA,1926.971271,"None",1926.971271,"None",1929.131978,"None","space",0.451921526,1929.131978,"None",1929.803068,"None","space",0.813817454,1929.803068,"None",1929.803068,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2,0,0,0,1,1,1,4,17,89,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.456911,"None",NA,NA,NA,NA,NA,NA,1931.65475,"None",1931.65475,"None",1934.826345,"None","space",0.432556379,1934.826345,"None",1935.476091,"None","space",1.969782607,1935.476091,"None",1935.476091,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3.5,0,1,0,1,1,1,5,0,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1946.462138,"None",NA,NA,NA,NA,NA,NA,1938.477498,"None",1938.477498,"None",1943.150623,"None","space",0.33722218,1943.150623,"None",1943.710667,"None","space",2.737219232,1943.710667,"None",1943.710667,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2.5,1,0,0,1,1,1,5,1,91,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955.496766,"None",NA,NA,NA,NA,NA,NA,1947.483272,"None",1947.483272,"None",1951.155682,"None","space",1.915229993,1951.155682,"None",1953.285438,"None","space",2.197448389,1953.285438,"None",1953.285438,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3.5,1,0,0,1,1,1,5,2,92,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965.592084,"None",NA,NA,NA,NA,NA,NA,1956.518399,"None",1956.518399,"None",1961.190618,"None","space",0.799254734,1961.190618,"None",1962.201389,"None","space",3.376521686,1962.201389,"None",1962.201389,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3,0,0,0,1,1,1,5,3,93,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973.65734,"None",NA,NA,NA,NA,NA,NA,1966.613738,"None",1966.613738,"None",1970.795586,"None","space",0.389308,1970.795586,"None",1971.395243,"None","space",2.2486799,1971.395243,"None",1971.395243,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2,1,0,0,1,1,1,5,4,94,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980.75036,"None",NA,NA,NA,NA,NA,NA,1974.677773,"None",1974.677773,"None",1977.849248,"None","space",0.546660546,1977.849248,"None",1978.619755,"None","space",2.119149393,1978.619755,"None",1978.619755,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1.5,0,0,0,1,1,1,5,5,95,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986.433979,"None",NA,NA,NA,NA,NA,NA,1981.771026,"None",1981.771026,"None",1984.443135,"None","space",0.445883777,1984.443135,"None",1985.113419,"None","space",1.307461099,1985.113419,"None",1985.113419,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2.5,0,0,0,1,1,1,5,6,96,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.838268,"None",NA,NA,NA,NA,NA,NA,1987.454231,"None",1987.454231,"None",1991.116718,"None","space",0.401188311,1991.116718,"None",1991.736477,"None","space",2.082394817,1991.736477,"None",1991.736477,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2.5,0,1,0,1,1,1,5,7,97,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002.061979,"None",NA,NA,NA,NA,NA,NA,1994.858636,"None",1994.858636,"None",1998.519084,"None","space",0.88282785,1998.519084,"None",1999.621674,"None","space",2.430216643,1999.621674,"None",1999.621674,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1.5,0,1,0,1,1,1,5,8,98,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.465782,"None",NA,NA,NA,NA,NA,NA,2003.08349,"None",2003.08349,"None",2005.754055,"None","space",0.646847523,2005.754055,"None",2006.614674,"None","space",1.835219393,2006.614674,"None",2006.614674,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3.5,0,0,0,1,1,1,5,9,99,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.670883,"None",NA,NA,NA,NA,NA,NA,2009.486136,"None",2009.486136,"None",2014.158923,"None","space",0.553981794,2014.158923,"None",2014.929714,"None","space",2.729133156,2014.929714,"None",2014.929714,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2,0,1,0,1,1,1,5,10,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.643922,"None",NA,NA,NA,NA,NA,NA,2018.691218,"None",2018.691218,"None",2021.852645,"None","space",0.502245503,2021.852645,"None",2022.58362,"None","space",2.048238773,2022.58362,"None",2022.58362,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3,0,1,0,1,1,1,5,11,101,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2033.228998,"None",NA,NA,NA,NA,NA,NA,2025.665018,"None",2025.665018,"None",2029.837063,"None","space",0.361805181,2029.837063,"None",2030.427455,"None","space",2.783433603,2030.427455,"None",2030.427455,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2,0,0,0,1,1,1,5,12,102,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040.453009,"None",NA,NA,NA,NA,NA,NA,2034.249323,"None",2034.249323,"None",2037.421738,"None","space",0.378125796,2037.421738,"None",2038.012293,"None","space",2.428580955,2038.012293,"None",2038.012293,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1,0,0,0,1,1,1,5,13,103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2046.386314,"None",NA,NA,NA,NA,NA,NA,2041.47393,"None",2041.47393,"None",2043.645298,"None","space",0.697586935,2043.645298,"None",2044.565553,"None","space",1.805400172,2044.565553,"None",2044.565553,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1.5,1,0,0,1,1,1,5,14,104,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2052.020095,"None",NA,NA,NA,NA,NA,NA,2047.40696,"None",2047.40696,"None",2050.068215,"None","space",0.365648398,2050.068215,"None",2050.658825,"None","space",1.344066317,2050.658825,"None",2050.658825,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3,1,0,0,1,1,1,5,15,105,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2059.633477,"None",NA,NA,NA,NA,NA,NA,2053.039612,"None",2053.039612,"None",2057.200565,"None","space",0.316347972,2057.200565,"None",2057.722942,"None","space",1.892908672,2057.722942,"None",2057.722942,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1,0,1,0,1,1,1,5,16,106,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2064.105544,"None",NA,NA,NA,NA,NA,NA,2060.653831,"None",2060.653831,"None",2062.824975,"None","space",0.324911479,2062.824975,"None",2063.364765,"None","space",0.726128676,2063.364765,"None",2063.364765,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1,1,0,0,1,1,1,5,17,107,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2068.657546,"None",NA,NA,NA,NA,NA,NA,2065.126433,"None",2065.126433,"None",2067.297652,"None","space",0.262203355,2067.297652,"None",2067.767756,"None","space",0.879132896,2067.767756,"None",2067.767756,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2,1,0,0,1,1,1,6,0,108,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074.891065,"None",NA,NA,NA,NA,NA,NA,2069.679072,"None",2069.679072,"None",2072.839458,"None","space",0.267466315,2072.839458,"None",2073.31079,"None","space",1.563136256,2073.31079,"None",2073.31079,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2.5,1,0,0,1,1,1,6,1,109,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2082.436042,"None",NA,NA,NA,NA,NA,NA,2075.911596,"None",2075.911596,"None",2079.57312,"None","space",0.223800546,2079.57312,"None",2080.014645,"None","space",2.402203523,2080.014645,"None",2080.014645,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1.5,0,1,0,1,1,1,6,2,110,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2088.45936,"None",NA,NA,NA,NA,NA,NA,2083.45607,"None",2083.45607,"None",2086.12784,"None","space",0.380074035,2086.12784,"None",2086.728221,"None","space",1.714658509,2086.728221,"None",2086.728221,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3,0,0,0,1,1,1,6,3,111,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096.553632,"None",NA,NA,NA,NA,NA,NA,2089.480282,"None",2089.480282,"None",2093.662071,"None","space",0.29082695,2093.662071,"None",2094.172126,"None","space",2.363751892,2094.172126,"None",2094.172126,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1,1,0,0,1,1,1,6,4,112,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2101.566169,"None",NA,NA,NA,NA,NA,NA,2097.573786,"None",2097.573786,"None",2099.745314,"None","space",0.330567543,2099.745314,"None",2100.295237,"None","space",1.256697354,2100.295237,"None",2100.295237,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3.5,0,1,0,1,1,1,6,5,113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2111.061289,"None",NA,NA,NA,NA,NA,NA,2102.585804,"None",2102.585804,"None",2107.258512,"None","space",0.357389601,2107.258512,"None",2107.839069,"None","space",3.203771208,2107.839069,"None",2107.839069,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2.5,0,1,0,1,1,1,6,6,114,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2118.505552,"None",NA,NA,NA,NA,NA,NA,2112.081329,"None",2112.081329,"None",2115.744174,"None","space",0.42972069,2115.744174,"None",2116.383642,"None","space",2.103250934,2116.383642,"None",2116.383642,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3.5,0,0,0,1,1,1,6,7,115,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2128.070279,"None",NA,NA,NA,NA,NA,NA,2119.525055,"None",2119.525055,"None",2124.198744,"None","space",0.89315652,2124.198744,"None",2125.308355,"None","space",2.747538068,2125.308355,"None",2125.308355,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3,0,1,0,1,1,1,6,8,116,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2137.685662,"None",NA,NA,NA,NA,NA,NA,2129.091336,"None",2129.091336,"None",2133.252581,"None","space",1.077345123,2133.252581,"None",2134.544168,"None","space",3.130665485,2134.544168,"None",2134.544168,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1.5,1,0,0,1,1,1,6,9,117,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2144.26896,"None",NA,NA,NA,NA,NA,NA,2138.706354,"None",2138.706354,"None",2141.377585,"None","space",0.693219047,2141.377585,"None",2142.288296,"None","space",1.963595104,2142.288296,"None",2142.288296,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2.5,0,0,0,1,1,1,6,10,118,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152.124178,"None",NA,NA,NA,NA,NA,NA,2145.289604,"None",2145.289604,"None",2148.960955,"None","space",0.507947778,2148.960955,"None",2149.682306,"None","space",2.427586424,2149.682306,"None",2149.682306,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3,1,0,0,1,1,1,6,11,119,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2161.228721,"None",NA,NA,NA,NA,NA,NA,2153.143698,"None",2153.143698,"None",2157.315862,"None","space",0.377075328,2157.315862,"None",2157.906837,"None","space",3.303067697,2157.906837,"None",2157.906837,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1,0,0,0,1,1,1,6,12,120,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2166.130403,"None",NA,NA,NA,NA,NA,NA,2162.248356,"None",2162.248356,"None",2164.420181,"None","space",0.364729398,2164.420181,"None",2165.00043,"None","space",1.111444391,2165.00043,"None",2165.00043,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2,0,0,0,1,1,1,6,13,121,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2172.884533,"None",NA,NA,NA,NA,NA,NA,2167.151536,"None",2167.151536,"None",2170.312982,"None","space",0.265927288,2170.312982,"None",2170.79394,"None","space",2.074965054,2170.79394,"None",2170.79394,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1,0,1,0,1,1,1,6,14,122,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2177.796668,"None",NA,NA,NA,NA,NA,NA,2173.904668,"None",2173.904668,"None",2176.066709,"None","space",0.322215134,2176.066709,"None",2176.60648,"None","space",1.171354574,2176.60648,"None",2176.60648,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2,0,1,0,1,1,1,6,15,123,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2184.660375,"None",NA,NA,NA,NA,NA,NA,2178.818064,"None",2178.818064,"None",2181.989535,"None","space",0.378330328,2181.989535,"None",2182.570152,"None","space",2.077835969,2182.570152,"None",2182.570152,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3.5,1,0,0,1,1,1,6,16,124,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2193.815986,"None",NA,NA,NA,NA,NA,NA,2185.681783,"None",2185.681783,"None",2190.353976,"None","space",0.488919614,2190.353976,"None",2191.064558,"None","space",2.734310979,2191.064558,"None",2191.064558,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1.5,0,0,0,1,1,1,6,17,125,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2199.488342,"None",NA,NA,NA,NA,NA,NA,2194.836511,"None",2194.836511,"None",2197.507663,"None","space",0.380204451,2197.507663,"None",2198.097669,"None","space",1.377205698,2198.097669,"None",2198.097669,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3,0,0,0,1,1,1,7,0,126,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2208.813347,"None",NA,NA,NA,NA,NA,NA,2200.509081,"None",2200.509081,"None",2204.681125,"None","space",0.330716668,2204.681125,"None",2205.242183,"None","space",3.554743625,2205.242183,"None",2205.242183,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2.5,0,0,0,1,1,1,7,1,127,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2216.497545,"None",NA,NA,NA,NA,NA,NA,2209.834562,"None",2209.834562,"None",2213.496129,"None","space",0.476800904,2213.496129,"None",2214.186928,"None","space",2.300945853,2214.186928,"None",2214.186928,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2,1,0,0,1,1,1,7,2,128,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2224.232925,"None",NA,NA,NA,NA,NA,NA,2217.518698,"None",2217.518698,"None",2220.690221,"None","space",0.686677494,2220.690221,"None",2221.600337,"None","space",2.613542419,2221.600337,"None",2221.600337,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1,0,0,0,1,1,1,7,3,129,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2228.804202,"None",NA,NA,NA,NA,NA,NA,2225.253196,"None",2225.253196,"None",2227.424197,"None","space",0.254724354,2227.424197,"None",2227.903941,"None","space",0.881961854,2227.903941,"None",2227.903941,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3.5,0,0,0,1,1,1,7,4,130,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2238.250229,"None",NA,NA,NA,NA,NA,NA,2229.824767,"None",2229.824767,"None",2234.48666,"None","space",0.436248367,2234.48666,"None",2235.138522,"None","space",3.095305219,2235.138522,"None",2235.138522,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",1.5,0,0,0,1,1,1,7,5,131,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2243.842349,"None",NA,NA,NA,NA,NA,NA,2239.269922,"None",2239.269922,"None",2241.931292,"None","space",0.358577623,2241.931292,"None",2242.502821,"None","space",1.326086395,2242.502821,"None",2242.502821,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2,0,1,0,1,1,1,7,6,132,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250.846572,"None",NA,NA,NA,NA,NA,NA,2244.862997,"None",2244.862997,"None",2248.034487,"None","space",0.384381049,2248.034487,"None",2248.635643,"None","space",2.19216348,2248.635643,"None",2248.635643,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2,0,0,0,1,1,1,7,7,133,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2257.840282,"None",NA,NA,NA,NA,NA,NA,2251.866357,"None",2251.866357,"None",2255.038569,"None","space",0.419321749,2255.038569,"None",2255.669206,"None","space",2.156696947,2255.669206,"None",2255.669206,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",2.5,1,0,0,1,1,1,7,8,134,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2264.994371,"None",NA,NA,NA,NA,NA,NA,2258.86099,"None",2258.86099,"None",2262.532643,"None","space",0.316263481,2262.532643,"None",2263.053052,"None","space",1.926869599,2263.053052,"None",2263.053052,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
"004_visual_demo1.csv","Now focus on the Sound",3,1,0,0,1,1,1,7,9,135,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2273.048081,"None",NA,NA,NA,NA,NA,NA,2266.013996,"None",2266.013996,"None",2270.177264,"None","space",0.219646394,2270.177264,"None",2270.596757,"None","space",2.439116358,2270.596757,"None",2270.596757,"None",4,1,"2019_Jun_19_1053","visual_demo1",2002-03-01,99.53976987
